# n tiempo_standar tiempo_strassen
2 0.8622 0.7594
4 0.765 0.76
8 2.244 2.1958
16 14.3727 11.9354
24 35.8209 36.3622
32 82.412 82.9258
40 242.97 300.35
48 322.909 445.669
56 526.399 597.032
64 680.796 788.38
96 2278.33 2858.44
128 4580.53 5196.75
192 15637.7 19832
256 35642.1 37209.6
384 116170 138210
512 268805 269889
1024 2.46485e+06 2.0523e+06
