# n tiempo_standar tiempo_strassen
2 0.1597 0.1387
4 0.2313 0.2218
8 0.6514 0.6393
16 3.5573 3.379
32 26.4587 23.2839
64 177.39 175.594
128 1511.99 1523.76
256 11743.5 9980.82
512 131701 70772.9
