# n tiempo_standar tiempo_strassen
2 0.5078 0.4977
4 0.8067 0.729
8 2.2481 2.1982
16 12.2325 11.7702
24 41.8127 40.1752
32 94.7132 86.1613
40 194.385 189.695
48 284.753 281.983
56 442.24 458.661
64 639.043 636.103
96 2180.1 2146.27
128 4817.3 4539.21
192 13534.6 12783
256 34409.5 30947.2
384 117024 101097
512 259294 231101
1024 2.33177e+06 1.59385e+06
